-ne EMBL_ACC	LEN_(MB)	LEN_(BPs)	NUM_GENES	GC_CONTENT	NCBI_TAXONOMY	SPECIES_NAME	DESCRIPTION
CP010954.1	4.8MB	4766421	0	0.65	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales;Sphingomonadaceae; Sphingobium.	Sphingobium sp. YBL2	Sphingobium sp. YBL2, complete genome.
CP010967.1	1.9MB	1859582	0	0.46	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga.	Thermotoga maritima	Thermotoga maritima strain Tma200, complete genome.
CP010975.1	2.5MB	2495242	0	0.44	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;Kangiellaceae; Kangiella.	Kangiella geojedonensis	Kangiella geojedonensis strain YCS-5, complete genome.
CP010976.1	5.8MB	5770242	0	0.41	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	Paenibacillus sp. IHBB 10380	Paenibacillus sp. IHBB 10380, complete genome.
CP010978.1	5.4MB	5380816	0	0.40	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Sporomusaceae;Pelosinus.	Pelosinus fermentans JBW45	Pelosinus fermentans JBW45, complete genome.
CP010979.1	6.6MB	6621848	0	0.62	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas putida S13.1.2	Pseudomonas putida S13.1.2, complete genome.
CP011004.1	2.9MB	2911639	0	0.38	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.	Listeria monocytogenes	Listeria monocytogenes strain N2306, complete genome.
CP011005.1	3.6MB	3595718	0	0.59	Bacteria; Actinobacteria; Micrococcales; Micrococcaceae; Arthrobacter.	Arthrobacter sp. IHBB 11108	Arthrobacter sp. IHBB 11108, complete genome.
CP011013.1	2.3MB	2326299	0	0.46	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus mucosae LM1	Lactobacillus mucosae LM1, complete genome.
CP011018.1	4.9MB	4885378	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli	Escherichia coli strain CI5, complete genome.
CP011021.1	0.8MB	845307	0	0.28	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	Mycoplasma gallinaceum	Mycoplasma gallinaceum strain B2096 8B, complete genome.
CP011043.1	3.2MB	3207520	0	0.73	Bacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Clavibacter.	Clavibacter insidiosus	Clavibacter michiganensis subsp. insidiosus strain R1-1, complete genome.
CP011047.1	4.5MB	4511265	0	0.57	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Cronobacter.	Cronobacter sakazakii	Cronobacter sakazakii strain ATCC 29544, complete genome.
CP011051.1	4.0MB	4031727	0	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus subtilis	Bacillus subtilis strain T30, complete genome.
CP011052.1	4.6MB	4649248	0	0.54	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;Halomonadaceae; Halomonas.	Halomonas sp. KO116	Halomonas sp. KO116, complete genome.
CP011058.1	5.7MB	5749967	0	0.53	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	Paenibacillus beijingensis	Paenibacillus beijingensis strain DSM 24997, complete genome.
CP011071.1	3.3MB	3274259	0	0.45	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Muricauda.	Muricauda lutaonensis	Muricauda lutaonensis strain CC-HSB-11, complete genome.
CP011073.1	5.3MB	5282232	0	0.43	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae;Bacteroides.	Bacteroides fragilis	Bacteroides fragilis strain BOB25, complete genome.
CP011077.1	5.1MB	5107633	0	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Klebsiella.	Klebsiella michiganensis	Klebsiella michiganensis strain RC10, complete genome.
CP011078.1	3.7MB	3699725	0	0.48	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Yersiniaceae; Yersinia.	Yersinia ruckeri	Yersinia ruckeri strain Big Creek 74, complete genome.
CP011095.1	2.4MB	2434569	0	0.53	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium ulcerans	Corynebacterium ulcerans strain 131002, complete genome.
CP011096.1	0.8MB	846495	0	0.28	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	Mycoplasma synoviae ATCC 25204	Mycoplasma synoviae ATCC 25204, complete genome.
CP011098.1	2.7MB	2705355	0	0.41	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;Pasteurellaceae; Mannheimia.	Mannheimia haemolytica	Mannheimia haemolytica strain 89010807N, complete genome.
CP011099.1	2.7MB	2704219	0	0.41	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;Pasteurellaceae; Mannheimia.	Mannheimia haemolytica	Mannheimia haemolytica strain 89010807N lktA-, complete genome.
CP011100.1	4.9MB	4908265	0	0.61	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales;Aeromonadaceae; Aeromonas.	Aeromonas hydrophila	Aeromonas hydrophila strain AH10, complete genome.
CP011101.1	4.1MB	4069266	0	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus sp. LM 4-2	Bacillus sp. LM 4-2, complete genome.
CP011107.1	1.9MB	1869610	0	0.46	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga.	Thermotoga maritima MSB8	Thermotoga maritima MSB8, complete genome.
CP011108.1	1.9MB	1869610	0	0.46	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga.	Thermotoga maritima	Thermotoga maritima strain Tma100, complete genome.
CP011110.1	6.6MB	6646309	0	0.64	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas chlororaphis	Pseudomonas chlororaphis strain PCL1606, complete genome.
CP011115.1	4.2MB	4215633	0	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus subtilis KCTC 1028	Bacillus subtilis KCTC 1028, complete genome.
CP011116.1	2.6MB	2561368	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus haemolyticus	Staphylococcus haemolyticus strain Sh29/312/L2, complete genome.
CP011117.1	6.7MB	6690033	0	0.59	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas synxantha	Pseudomonas synxantha strain LBUM223 chromosome, complete genome.
CP011132.1	5.6MB	5584358	0	0.53	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Citrobacter.	Citrobacter amalonaticus Y19	Citrobacter amalonaticus Y19, complete genome.
CP011134.1	5.0MB	5000386	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli VR50	Escherichia coli VR50, complete genome.
CP011144.1	3.9MB	3891720	0	0.70	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Pseudoxanthomonas.	Pseudoxanthomonas suwonensis	Pseudoxanthomonas suwonensis strain J1, complete genome.
CP011147.1	2.8MB	2849811	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus	Staphylococcus aureus strain FCFHV36, complete genome.
CP011150.1	3.7MB	3745123	0	0.41	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus pumilus	Bacillus pumilus strain W3, complete genome.
CP011217.1	1.9MB	1861792	0	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus thermophilus	Streptococcus thermophilus strain SMQ-301, complete genome.
CP011253.1	5.6MB	5630311	0	0.63	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Pandoraea.	Pandoraea oxalativorans	Pandoraea oxalativorans strain DSM 23570, complete genome.
CP011256.1	5.3MB	5254865	0	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas campestris	Xanthomonas campestris strain 17, complete genome.
CP011259.1	4.8MB	4797171	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Agona str. 460004 2-1	Salmonella enterica subsp. enterica serovar Agona str. 460004 2-1, complete
CP011265.1	4.0MB	4001000	0	0.61	Bacteria; Verrucomicrobia; unclassified Verrucomicrobia.	Verrucomicrobia bacterium IMCC26134	Verrucomicrobia bacterium IMCC26134, complete genome.
CP011278.1	3.9MB	3903017	0	0.47	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus amyloliquefaciens group.	Bacillus amyloliquefaciens	Bacillus amyloliquefaciens strain L-S60, complete genome.
CP011280.1	1.3MB	1330224	0	0.28	Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Sneathia.	Sneathia amnii	Sneathia amnii strain SN35, complete genome.
CP011295.1	6.3MB	6334075	0	0.62	Bacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus.	Rhodococcus erythropolis	Rhodococcus erythropolis strain BG43, complete genome.
CP011301.1	6.4MB	6419376	0	0.67	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; Burkholderia cepacia complex.	Burkholderia cepacia	Burkholderia cepacia strain LO6, complete genome.
CP011303.1	5.3MB	5326657	0	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Yersiniaceae; Serratia.	Serratia liquefaciens	Serratia liquefaciens strain HUMV-21, complete genome.
CP011304.1	4.3MB	4294213	0	0.43	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;Microcystaceae; Microcystis.	Microcystis aeruginosa NIES-2549	Microcystis aeruginosa NIES-2549, complete genome.
CP011311.1	2.5MB	2451810	0	0.59	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium camporealensis	Corynebacterium camporealensis strain DSM 44610, complete genome.
CP011312.1	2.4MB	2354065	0	0.46	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium kutscheri	Corynebacterium kutscheri strain DSM 20755, complete genome.
CP011313.1	5.3MB	5278254	0	0.57	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Klebsiella.	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae strain 234-12, complete genome.
CP011317.1	7.5MB	7497593	0	0.66	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas aeruginosa	Pseudomonas aeruginosa strain Carb01 63, complete genome.
CP011330.1	1.7MB	1698366	0	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori J99	Helicobacter pylori J99, complete genome.
CP011331.1	5.3MB	5292862	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli O104:H4 str. C227-11	Escherichia coli O104:H4 str. C227-11, complete genome.
CP011341.1	5.9MB	5922748	0	0.71	Bacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus.	Rhodococcus aetherivorans	Rhodococcus aetherivorans strain IcdP1, complete genome.
CR522870.1	3.5MB	3523383	0	0.47	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales;Desulfobulbaceae; Desulfotalea.	Desulfotalea psychrophila LSv54	Desulfotalea psychrophila LSv54 chromosome
CR543861.1	3.6MB	3598621	0	0.40	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Moraxellaceae; Acinetobacter.	Acinetobacter sp. ADP1	Acinetobacter sp. ADP1 complete genome.
CR555306.1	4.3MB	4296230	0	0.65	Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales;Rhodocyclaceae; Aromatoleum.	Aromatoleum aromaticum EbN1	Azoarcus aromaticum EbN1 complete genome
CR626927.1	5.2MB	5205140	0	0.43	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae;Bacteroides.	Bacteroides fragilis NCTC 9343	Bacteroides fragilis NCTC 9343, complete genome
CR628336.1	3.5MB	3503610	0	0.38	Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;Legionellaceae; Legionella.	Legionella pneumophila str. Paris	Legionella pneumophila str. Paris complete genome
CR628337.1	3.3MB	3345687	0	0.38	Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;Legionellaceae; Legionella.	Legionella pneumophila str. Lens	Legionella pneumophila str. Lens complete genome
CR767821.1	1.5MB	1516355	0	0.27	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Anaplasmataceae; Ehrlichia.	Ehrlichia ruminantium str. Welgevonden	Ehrlichia ruminantium strain Welgevonden, complete genome
CR848038.1	1.1MB	1144377	0	0.40	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia abortus S26/3	Chlamydophila abortus strain S26/3, complete genome.
CR925677.1	1.5MB	1499920	0	0.28	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Anaplasmataceae; Ehrlichia.	Ehrlichia ruminantium str. Gardel	Ehrlichia ruminantium str. Gardel, complete genome.
CR925678.1	1.5MB	1512977	0	0.27	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Anaplasmataceae; Ehrlichia.	Ehrlichia ruminantium str. Welgevonden	Ehrlichia ruminantium str. Welgevonden, complete genome.
CR931997.1	2.5MB	2462499	0	0.61	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium jeikeium K411	Corynebacterium jeikeium K411 complete genome
CR936503.1	1.9MB	1884661	0	0.41	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei strain 23K complete genome.
CR954246.1	3.2MB	3214944	0	0.40	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;Pseudoalteromonadaceae; Pseudoalteromonas.	Pseudoalteromonas haloplanktis TAC125	Pseudoalteromonas haloplanktis str. TAC125 chromosome I, complete sequence.
CR954247.1	0.6MB	635328	0	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;Pseudoalteromonadaceae; Pseudoalteromonas.	Pseudoalteromonas haloplanktis TAC125	Pseudoalteromonas haloplanktis str. TAC125 chromosome II, complete
CR954253.1	1.9MB	1864998	0	0.50	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 complete genome
CT573213.2	7.5MB	7497934	0	0.73	Bacteria; Actinobacteria; Frankiales; Frankiaceae; Frankia.	Frankia alni ACN14a	Frankia alni str. ACN14A chromosome, complete sequence.
CT573326.1	5.9MB	5888780	0	0.64	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas entomophila L48	Pseudomonas entomophila str. L48 chromosome,complete sequence.
CT971583.1	2.4MB	2366980	0	0.60	Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus.	Synechococcus sp. WH 7803	Synechococcus WH7803 complete genome sequence.
CT978603.1	2.2MB	2224914	0	0.61	Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus.	Synechococcus sp. RCC307	Synechococcus sp. RCC307 genomic DNA sequence.
CU179680.1	0.9MB	877438	0	0.30	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	Mycoplasma agalactiae	Mycoplasma agalactiae PG2 chromosome, complete sequence.
CU207211.1	3.4MB	3424307	0	0.54	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Oxalobacteraceae; Herminiimonas.	Herminiimonas arsenicoxydans	Herminiimonas arsenicoxydans chromosome, complete sequence.
CU207366.1	3.8MB	3798465	0	0.37	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Gramella.	Gramella forsetii KT0803	Gramella forsetii KT0803 complete circular genome.
CU234118.1	7.5MB	7456587	0	0.66	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Bradyrhizobiaceae; Bradyrhizobium.	Bradyrhizobium sp. ORS 278	Bradyrhizobium sp. ORS278,complete sequence.
CU458896.1	5.1MB	5067172	0	0.64	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium abscessus.	Mycobacterium abscessus ATCC 19977	Mycobacterium abscessus ATCC 19977 chromosome, complete sequence.
CU459141.1	3.9MB	3936291	0	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Moraxellaceae; Acinetobacter;	Acinetobacter baumannii	Acinetobacter baumannii str. AYE, complete genome.
CU466930.1	2.2MB	2246820	0	0.38	Bacteria; Candidatus Cloacimonetes; Candidatus Cloacimonas.	Candidatus Cloacimonas acidaminovorans str. Evry	Candidatus Cloacamonas acidaminovorans str. Evry provisional genome
CU468135.1	3.9MB	3883467	0	0.54	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Erwiniaceae; Erwinia.	Erwinia tasmaniensis	Erwinia tasmaniensis strain ET1/99 complete chromosome.
CU468230.2	3.4MB	3421954	0	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Moraxellaceae; Acinetobacter;	Acinetobacter baumannii SDF	Acinetobacter baumannii SDF, complete genome.
CU469464.1	0.6MB	601943	0	0.21	Bacteria; Tenericutes; Mollicutes; Acholeplasmatales; Acholeplasmataceae;Candidatus Phytoplasma; 16SrX (Apple proliferation group).	Candidatus Phytoplasma mali	Candidatus Phytoplasma mali strain AT complete chromosome.
CU633749.1	3.4MB	3416911	0	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Cupriavidus.	Cupriavidus taiwanensis	Cupriavidus taiwanensis str. LMG19424 chromosome 1, complete genome.
CU633750.1	2.5MB	2502411	0	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Cupriavidus.	Cupriavidus taiwanensis	Cupriavidus taiwanensis str. LMG19424 chromosome 2, complete genome.
CU928145.2	5.2MB	5154862	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli 55989	Escherichia coli 55989 chromosome, complete genome.
CU928158.2	4.6MB	4588711	0	0.50	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia fergusonii ATCC 35469	Escherichia fergusonii ATCC 35469 chromosome, complete genome
CU928160.2	4.7MB	4700560	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli IAI1	Escherichia coli IAI1 chromosome, complete genome.
CU928161.2	5.0MB	5032268	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli S88	Escherichia coli S88 chromosome, complete genome.
CU928162.2	5.2MB	5209548	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli ED1a	Escherichia coli ED1a chromosome, complete genome.
CU928163.2	5.2MB	5202090	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli UMN026	Escherichia coli UMN026 chromosome, complete genome.
CU928164.2	5.1MB	5132068	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli IAI39	Escherichia coli IAI39 chromosome, complete genome.
DQ489736.1	1.8MB	1796284	0	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae;Leuconostoc.	Leuconostoc citreum KM20	Leuconostoc citreum KM20, complete genome.
FM162591.1	5.1MB	5064808	0	0.42	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Morganellaceae; Photorhabdus.	Photorhabdus asymbiotica	Photorhabdus asymbiotica ATCC43949 complete genome
FM177140.1	3.1MB	3079196	0	0.46	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus casei BL23	Lactobacillus casei BL23 complete genome, strain BL23
FM178379.1	3.3MB	3325165	0	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae;Aliivibrio.	Aliivibrio salmonicida LFI1238	Aliivibrio salmonicida LFI1238 chromosome 1 complete genome
FM178380.1	1.2MB	1206461	0	0.38	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae;Aliivibrio.	Aliivibrio salmonicida LFI1238	Aliivibrio salmonicida LFI1238 chromosome 2 complete genome
